ATS_CODE,BORO,BORONUM,LOC_CODE,SCHOOLNAME,SCH_TYPE,MANAGED_BY,GEO_DISTRI,ADMIN_DIST,ADDRESS,STATE_CODE,ZIP,PRINCIPAL,PRIN_PH,FAX,GRADES,City
06M005,M,1,M005,P.S. 005 ELLEN LURIE,Elementary,1,6,6,3703 TENTH AVENUE,NY,10034,WANDA SOTO,212-567-8109,212-567-6526,"0K,01,02,03,04,05,SE",MANHATTAN
10X254,X,2,X254,I.S. 254,Junior High-Intermediate-Middle,1,10,10,2452 WASHINGTON AVENUE,NY,10458,WILFORD HEMANS,718-220-8700,718-220-4881,"06,07,08,SE",BRONX
10X045,X,2,X045,J.H.S. 045 THOMAS C. GIORDANO,Junior High-Intermediate-Middle,1,10,10,2502 LORILLARD PLACE,NY,10458,Annamaria Giordano,718-584-1660,718-584-7968,"06,07,08,SE",BRONX
10X091,X,2,X091,P.S. 091 BRONX,Elementary,1,10,10,2200 AQUEDUCT AVENUE,NY,10453,Meridith Struhl Nasjlett,718-584-5805,718-584-7495,"0K,01,02,03,04,05,SE",BRONX
06M187,M,1,M187,P.S. 187 HUDSON CLIFFS,K-8,1,6,6,349 CABRINI BOULEVARD,NY,10040,Ms. Cynthia Chory,212-927-8218,212-795-9119,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN
10X315,X,2,X315,P.S. 315 LAB SCHOOL,K-8,1,10,10,2246 JEROME AVENUE,NY,10453,Elsie Cardona-Berardinelli,718-584-7441,718-584-7433,"0K,01,02,03,04,05,06,07,08,SE",BRONX
10X009,X,2,X009,RYER AVENUE ELEMENTARY SCHOOL,Elementary,1,10,10,230 EAST 183 STREET,NY,10458,JACQUELINE BAILEY,718-584-3291,718-584-7579,"PK,0K,01,02,03,04,05,SE",BRONX
84X538,X,2,X538,Icahn Charter School 5,Elementary,2,11,84,1500 PELHAM PARKWAY SOUTH,NY,10461,,,,"0K,01,02,SE",BRONX
10X209,X,2,X209,P.S. 209,Early Childhood,1,10,10,313 EAST 183RD STREET,NY,10458,Anne Keegan,718-364-0085,718-364-9548,"PK,0K,01,02,SE",BRONX
10X205,X,2,X205,P.S. 205 FIORELLO LAGUARDIA,Elementary,1,10,10,2475 SOUTHERN BOULEVARD,NY,10458,Carol Rosado,718-584-6390,718-584-7941,"0K,01,02,03,04,05,SE",BRONX
10X226,X,2,X226,P.S. 226,Elementary,1,10,10,1950 SEDGWICK AVENUE,NY,10453,GLORIA DARDEN,718-583-5560,718-583-5557,"PK,0K,01,02,03,04,SE",BRONX
06M462,M,1,M462,HIGH SCHOOL FOR INTERNATIONAL BUSINESS AND FINANCE,High school,1,6,6,549 AUDUBON AVENUE,NY,10040,Peter Sloman,212-927-1841,212-927-2388,"09,10,11,12,SE",MANHATTAN
06M463,M,1,M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,High school,1,6,6,549 AUDUBON AVENUE,NY,10040,Ronni Michelen,212-927-1841,212-927-2326,"09,10,11,12,SE",MANHATTAN
06M467,M,1,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,High school,1,6,6,549 AUDUBON AVENUE,NY,10040,NICHOLAS POLITIS,212-927-2380,212-781-9516,"09,10,11,12,SE",MANHATTAN
06M468,M,1,M468,HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES,High school,1,6,6,549 AUDUBON AVENUE,NY,10040,HARRIS MARMOR,212-927-1841,212-927-2179,"09,10,11,12,SE",MANHATTAN
06M430,,1,M430,The Equity Project Charter School (TEP),Junior High-Intermediate-Middle,2,6,84,549 AUDOBON AVENUE,NY,10040,Zeke Vanderhoek,646-254-6451,212-202-3584,"05,06,SE",MANHATTAN
10X159,X,2,X159,P.S. 159 LUIS MUNOZ MARIN BILING,Elementary,1,10,10,2315 WASHINGTON AVENUE,NY,10458,LUIS LIZ,718-584-6140,718-584-7794,"0K,01,02,03,04,05,SE",BRONX
10X660,X,2,X660,GRACE DODGE CAREER AND TECHNICAL EDUCATION HIGH SC,High school,1,10,10,2474 CROTONA AVENUE,NY,10458,ROBERTO HERNANDEZ,718-584-2700,718-584-7490,"09,10,11,12,SE",BRONX
10X524,X,2,X524,Crotona International High School,High school,1,10,10,2474 CROTONA AVENUE,NY,10458,Jesseca Long,718-935-3615,,"09,10,11,12,SE",BRONX
10X225,X,2,X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,Secondary School,1,10,10,2225 WEBSTER AVENUE,NY,10457,LYNN PASSARELLA,718-584-0832,718-584-5102,"06,07,08,09,10,11,12,SE",BRONX
10X391,X,2,X391,THE ANGELO PATRI MIDDLE SCHOOL,Junior High-Intermediate-Middle,1,10,10,2225 WEBSTER AVENUE,NY,10457,Graciela Abadia,718-584-1295,718-584-1358,"06,07,08,SE",BRONX
10X382,X,2,X382,"ELEMENTARY SCHOOL FOR MATH, SCIENCE, AND TECHNOLOG",Elementary,1,10,10,125 EAST 181 STREET,NY,10453,Avon Connell-Cowell,718-933-8061,718-933-8157,"0K,01,02,03,04,SE",BRONX
10X386,X,2,X386,SCHOOL FOR ENVIRONMENTAL CITIZENSHIP,Elementary,1,10,10,125 EAST 181 STREET,NY,10453,HEATHER DAWE,718-563-3292,718-563-3453,"PK,0K,01,02,03,04,SE",BRONX
10X447,X,2,X447,CRESTON ACADEMY,Elementary,1,10,10,125 EAST 181 STREET,NY,10453,PAMELA EDWARDS,718-367-5035,718-367-5176,"06,07,SE",BRONX
11X108,X,2,X108,P.S. 108 PHILIP J. ABINANTI,Elementary,1,11,11,1166 NEILL AVENUE,NY,10461,CHARLES SPERRAZZA,718-863-9829,718-828-1712,"0K,01,02,03,04,05,SE",BRONX
10X279,X,2,X279,"P.S. 279 CAPTAIN MANUEL RIVERA, JR.",K-8,1,10,10,2100 WALTON AVENUE,NY,10453,JAMES WASLAWSKI,718-584-6004,718-584-7220,"0K,01,02,03,04,05,06,07,08,SE",BRONX
06M048,M,1,M048,P.S. 048 P.O. MICHAEL J. BUCZEK,Elementary,1,6,6,4360-78 BROADWAY,NY,10033,TRACY WALSH,917-521-3800,917-521-3805,"PK,0K,01,02,03,04,05,SE",MANHATTAN
10X023,X,2,X023,P.S. 023 THE NEW CHILDREN'S SCHOOL,Early Childhood,1,10,10,2151 WASHINGTON AVENUE,NY,10457,SHIRLEY TORRES,718-584-3992,718-584-7252,"PK,0K,01,02,SE",BRONX
10X059,X,2,X059,P.S. 059 THE COMMUNITY SCHOOL OF TECHNOLOGY,Elementary,1,10,10,2185 BATHGATE AVENUE,NY,10457,CHRISTINE MCHUGH,718-584-4730,718-584-7518,"PK,0K,01,02,03,04,05,SE",BRONX
11X105,X,2,X105,P.S. 105 SEN ABRAHAM BERNSTEIN,Elementary,1,11,11,725 BRADY AVENUE,NY,10462,Mr. Christopher Eustace,718-824-7350,718-828-4531,"0K,01,02,03,04,05,SE",BRONX
06M189,M,1,M189,P.S. 189,Elementary,1,6,6,2580 AMSTERDAM AVENUE,NY,10040,THERESA LUGER,212-927-8303,212-928-7733,"PK,0K,01,02,03,04,05,SE",MANHATTAN
10X032,X,2,X032,P.S. 032 BELMONT,Elementary,1,10,10,690 EAST 183 STREET,NY,10458,ESTHER SCHWARTZ,718-584-3645,718-584-7927,"0K,01,02,03,04,05,SE",BRONX
11X418,X,2,X418,BRONX HIGH SCHOOL FOR THE VISUAL ARTS,High school,1,11,11,2040 ANTIN PL,NY,10462,GEORGE YORK,718-319-5160,718-319-5165,"09,10,11,12,SE",BRONX
10X306,X,2,X306,P.S. 306,Elementary,1,10,10,40 WEST TREMONT AVENUE,NY,10453,Darryl Harrington,718-583-5355,718-583-5885,"0K,01,02,03,04,05,SE",BRONX
10X331,X,2,X331,THE BRONX SCHOOL OF SCIENCE INQUIRY AND INVESTIGAT,Junior High-Intermediate-Middle,1,10,10,40 WEST TREMONT AVENUE,NY,10453,SERAPHA CRUZ,718-583-4146,718-583-4292,"06,07,08,SE",BRONX
09X163,X,2,X163,P.S. 163 ARTHUR A. SCHOMBURG,Elementary,1,9,9,2075 WEBSTER AVENUE,NY,10457,DILSIA MARTINEZ,718-584-3045,718-584-3276,"0K,01,02,03,04,05,SE",BRONX
09X109,X,2,X109,P.S. 109 SEDGWICK,Elementary,1,9,9,1771 POPHAM AVENUE,NY,10453,AMANDA BLATTER,718-583-8878,718-583-7618,"PK,0K,01,02,03,04,05,SE",BRONX
06M132,M,1,M132,P.S. 132 JUAN PABLO DUARTE,Elementary,1,6,6,185 WADSWORTH AVENUE,NY,10033,XIOMARA NOVA,212-927-7857,212-568-8163,"0K,01,02,03,04,05,SE",MANHATTAN
75X188,X,2,X188,P.S. X188,K-12 all grades,1,10,75,770 GROTE STREET,NY,10460,SHANIE JOHNSON,718-561-2052,718-561-2683,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",BRONX
06M528,M,1,M528,I.S. 528 BEA FULLER RODGERS SCHOOL,Junior High-Intermediate-Middle,1,6,6,180 WADSWORTH AVENUE,NY,10033,Kristy Dela Cruz,212-740-4900,212-781-7302,"06,07,08,SE",MANHATTAN
10X003,X,2,X003,P.S. 3 RAUL JULIA MICRO SOCIETY,K-8,1,10,10,2100 LAFONTAINE AVENUE,NY,10457,DENISE BROWN,718-584-1899,718-584-3590,"PK,0K,01,02,03,04,05,06,07,08,SE",BRONX
09X204,X,2,X204,P.S. 204 MORRIS HEIGHTS,Elementary,1,9,9,1780 DR. MARTIN LUTHER KING JR. BLVD,NY,10453,Marcy Glattstein,718-960-9520,718-960-9529,"PK,0K,01,02,03,04,05,SE",BRONX
11X083,X,2,X083,P.S. 083 DONALD HERTZ,K-8,1,11,11,950 RHINELANDER AVENUE,NY,10462,BENJAMIN SOCCODATO,718-863-1993,718-863-5525,"0K,01,02,03,04,05,06,07,08,SE",BRONX
06M143,M,1,M143,J.H.S. 143 ELEANOR ROOSEVELT,Junior High-Intermediate-Middle,1,6,6,511 WEST 182ND STREET,NY,10033,OURANIA PAPPAS,212-927-7739,212-781-5539,"06,07,08,SE",MANHATTAN
06M348,M,1,M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,Secondary School,1,6,6,511 WEST 182ND STREET,NY,10033,BRETT KIMMEL,212-781-0524,212-781-0742,"06,07,08,09,10,11,SE",MANHATTAN
09X232,X,2,X232,I.S. 232,Junior High-Intermediate-Middle,1,9,9,1700 MACOMBS ROAD,NY,10453,NEIFI ACOSTA,718-583-7007,718-583-4864,"06,07,08,SE",BRONX
09X303,X,2,X303,I.S. X303 LEADERSHIP & COMMUNITY SERVICE,Junior High-Intermediate-Middle,1,9,9,1700 MACOMBS ROAD,NY,10453,PATRICIA BENTLEY,718-583-5466,718-583-2463,"06,07,08,SE",BRONX
09X365,X,2,X365,ACADEMY FOR LANGUAGE AND TECHNOLOGY,High school,1,9,9,1700 MACOMBS ROAD,NY,10453,ARISLEYDA URENA,718-731-0219,718-731-2031,"09,10,11,12",BRONX
06M346,M,1,M346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,Secondary School,1,6,6,512 W 182ND ST,NY,10033,Stephania Vu,212-568-3401,212-928-1716,"06,07,08,09,10,11,SE",MANHATTAN
12X057,X,2,X057,P.S. 057 CRESCENT,Elementary,1,12,12,2111 CROTONA AVENUE,NY,10457,EDSEL PHILIP,718-367-9446,718-584-1937,"PK,0K,01,02,03,04,05,SE",BRONX
12X273,X,2,X273,FREDERICK DOUGLASS ACADEMY V. MIDDLE SCHOOL,Junior High-Intermediate-Middle,1,12,12,2111 CROTONA AVENUE,NY,10457,DEBORAH CIMINI,718-561-1617,718-561-2184,"06,07,08,SE",BRONX
09X117,X,2,X117,I.S. 117 JOSEPH H. WADE,Junior High-Intermediate-Middle,1,9,9,1865 MORRIS AVENUE,NY,10453,DELISE JONES,718-583-7750,718-583-7658,"06,07,08,SE",BRONX
10X319,X,2,X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,High school,1,10,10,560 EAST 179 STREET,NY,10457,CAROL WIGGINS,718-294-0230,718-584-7809,"09,10,11,12,SE",BRONX
10X118,X,2,X118,J.H.S. 118 WILLIAM W. NILES,Junior High-Intermediate-Middle,1,10,10,577 EAST 179 STREET,NY,10457,ELIZABETH LAWRENCE,718-584-2330,718-584-7763,"06,07,08,SE",BRONX
09X028,X,2,X028,P.S. 028 MOUNT HOPE,Elementary,1,9,9,1861 ANTHONY AVENUE,NY,10457,Marie Barresi,718-583-6444,718-583-6537,"PK,0K,01,02,03,04,05,SE",BRONX
84X422,X,2,X422,CARL C. ICAHN SOUTH BRONX CHARTER SCHOOL,K-8,2,8,84,108 WEST 174 STREET,NY,10453,Midga Agosto,718-716-8105,718-716-6716,"0K,01,02,03,04",BRONX
12X092,X,2,X092,P.S. 092 BRONX,Elementary,1,12,12,700 EAST 179 STREET,NY,10457,MANUEL ESTRELLA,718-731-7900,718-294-1561,"PK,0K,01,02,03,04,05,SE",BRONX
06M115,M,1,M115,P.S. 115 ALEXANDER HUMBOLDT,Elementary,1,6,6,586 WEST 177 STREET,NY,10033,ANGELA RODRIGUEZ,212-927-9233,212-795-4051,"PK,0K,01,02,03,04,05,SE",MANHATTAN
09X058,X,2,X058,P.S. 058,Elementary,1,9,9,459 EAST 176 STREET,NY,10457,VELMA GUNN,718-583-6866,718-583-6895,"0K,01,02,03,04,05,SE",BRONX
08X071,X,2,X071,P.S. 071 ROSE E. SCALA,K-8,1,8,8,3040 ROBERTS AVENUE,NY,10461,LANCE COOPER,718-822-5351,718-239-3111,"0K,01,02,03,04,05,06,07,08,SE",BRONX
12X300,X,2,X300,THE SCHOOL OF SCIENCE AND APPLIED LEARNING,Elementary,1,12,12,2050 PROSPECT AVENUE,NY,10457,VENESSA SINGLETON,718-584-6310,718-220-1370,"PK,0K,01,02,03,04,05,SE",BRONX
12X129,X,2,X129,P.S. 129 TWIN PARKS UPPER,Junior High-Intermediate-Middle,1,12,12,2055 MAPES AVENUE,NY,10460,YVETTE BEASLEY,718-933-5976,718-933-8132,"06,07,08,SE",BRONX
12X316,X,2,X316,KAPPA III,Junior High-Intermediate-Middle,1,12,12,2055 MAPES AVENUE,NY,10460,ELISA ALVAREZ,718-561-3580,718-561-3719,"06,07,08,SE",BRONX
06M173,M,1,M173,P.S. 173,Elementary,1,6,6,306 FORT WASHINGTON AVENUE,NY,10033,DAWN BOURSIQUOT,212-927-7850,212-740-0905,"PK,0K,01,02,03,04,05,SE",MANHATTAN
06M349,M,1,M349,HARBOR HEIGHTS,Junior High-Intermediate-Middle,1,6,6,306 FORT WASHINGTON AVENUE,NY,10033,MONICA KLEHR,212-568-6052,212-568-7959,"06,07,08",MANHATTAN
09X231,X,2,X231,EAGLE ACADEMY FOR YOUNG MEN,High school,1,9,9,4143 THIRD AVENUE,NY,10457,JONATHAN FOY,718-410-4210,718-410-3982,"09,10,11,12,SE",BRONX
09X236,X,2,X236,P.S. 236 LANGSTON HUGHES,Elementary,1,9,9,499 EAST 175 STREET,NY,10457,BEVERLY ELLIS,718-583-7510,718-583-7512,"PK,0K,01,02,SE",BRONX
09X070,X,2,X070,P.S. 070 MAX SCHOENFELD,Elementary,1,9,9,1691 WEEKS AVENUE,NY,10457,KERRY CASTELLANO,718-583-6000,718-583-6006,"0K,01,02,03,04,05,SE",BRONX
09X170,X,2,X170,P.S. 170,Early Childhood,1,9,9,1598 TOWNSEND AVENUE,NY,10452,NANCY RAMOS,718-583-0662,718-583-0685,"0K,01,02,SE",BRONX
11X498,X,2,X498,VAN NEST ACADEMY,K-8,1,11,11,1640 BRONXDALE AVE,NY,10462,Carol Gilligan,718-409-3001,718-409-3002,"0K,01,06,SE",BRONX
84X378,X,2,X378,CARL C. ICAHN BRONX NORTH CHARTER SCHOOL,Elementary,2,8,84,1640 BRONXDALE AVE,NY,10462,Brenda Carrasquillo,718-828-6107,718-828-7308,"0K,01,02,03,04,05",BRONX
12X067,X,2,X067,P.S. 067 MOHEGAN SCHOOL,Elementary,1,12,12,2024 MOHEGAN AVENUE,NY,10460,EMILY GRIMBALL,718-589-8090,718-589-7399,"PK,0K,01,02,03,04,05,SE",BRONX
12X372,X,2,X372,URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION,Junior High-Intermediate-Middle,1,11,12,2024 MOHEGAN AVENUE,NY,10460,MARK OSSENHEIMER,718-991-2695,718-991-2980,"06,07,08,09,SE",BRONX
11X175,X,2,X175,P.S. 175 CITY ISLAND,K-8,1,11,11,200 CITY ISLAND AVENUE,NY,10464,Amy Lipson,718-885-1093,718-885-2315,"0K,01,02,03,04,05,06,07,08,SE",BRONX
09X525,X,2,X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,High school,1,9,9,1710 WEBSTER AVENUE,NY,10457,"Kenneth Gaskins,Jr.",718-299-4274,718-299-4707,"09,10,11,12,SE",BRONX
12X211,X,2,X211,P.S. 211,K-8,1,12,12,1919 PROSPECT AVENUE,NY,10457,Betty Gonzalez-Soto,718-901-0436,718-901-4681,"PK,0K,01,02,03,04,05,06,07,08,SE",BRONX
12X318,X,2,X318,"I.S. X318 MATH, SCIENCE & TECHNOLOGY THROUGH ARTS",Junior High-Intermediate-Middle,1,12,12,1919 PROSPECT AVENUE,NY,10457,MARIA LOPEZ,718-294-8504,718-901-0778,"06,07,08,SE",BRONX
09X199,X,2,X199,P.S. 199X - THE SHAKESPEARE SCHOOL,Elementary,1,9,9,1449 SHAKESPEARE AVENUE,NY,10452,LILIA NAVARRETE,718-681-7172,718-681-7176,"PK,0K,01,02,03,04,05,SE",BRONX
09X004,X,2,X004,P.S./M.S. 004 CROTONA PARK WEST,K-8,1,9,9,1701 FULTON AVENUE,NY,10457,VINCENT RESTO,718-583-6655,718-583-6668,"0K,01,02,03,04,05,06,07,08,SE",BRONX
09X276,X,2,X276,LEADERSHIP INSTITUTE,High school,1,9,9,1701 FULTON AVENUE,NY,10457,MARTA COLON,718-299-7490,,"09,10,11,12,SE",BRONX
12X044,X,2,X044,P.S. 044 DAVID C. FARRAGUT,Elementary,1,12,12,1825 PROSPECT AVENUE,NY,10457,Donna Ferguson,718-583-2360,718-901-4068,"PK,0K,01,02,03,04,05,SE",BRONX
12X341,X,2,X341,ACCION ACADEMY,Junior High-Intermediate-Middle,1,12,12,1825 PROSPECT AVENUE,NY,10457,ADRIAN MANUEL,718-294-0514,718-294-3869,"06,07,08,SE",BRONX
12X684,X,2,X684,WINGS ACADEMY,High school,1,12,12,1122 EAST 180 STREET,NY,10460,WAYNE COX,718-597-1751,718-931-8366,"09,10,11,12,SE",BRONX
75X721,X,2,X721,P.S. X721 - STEPHEN MCSWEENEY SCHOOL,Secondary School,1,11,75,2697 WESTCHESTER AVENUE,NY,10461,Jean Marie Chin,718-597-6404,718-829-5752,"06,07,08,09,10,11,12,SE",BRONX
06M128,M,1,M128,P.S. 128 AUDUBON,Elementary,1,6,6,560 WEST 169 STREET,NY,10032,Rosa Argelia Arredondo,212-927-0607,212-781-8002,"PK,0K,01,02,03,04,05,SE",MANHATTAN
09X313,X,2,X313,I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT,Junior High-Intermediate-Middle,1,9,9,1600 WEBSTER AVENUE,NY,10457,LAUREN WILKINS,718-583-1736,718-299-5559,"06,07,08,SE",BRONX
09X339,X,2,X339,I.S. 339,Junior High-Intermediate-Middle,1,9,9,1600 WEBSTER AVENUE,NY,10457,JASON LEVY,718-583-6767,718-583-0281,"06,07,08,SE",BRONX
08X293,X,2,X293,RENAISSANCE HIGH SCHOOL OF MUSICAL THEATER & TECHN,High school,1,8,8,3000 EAST TREMONT AVENUE,NY,10461,MARIA N HERRERA,718-430-6390,718-430-6308,"09,10,11,12,SE",BRONX
08X405,X,2,X405,HERBERT H. LEHMAN HIGH SCHOOL,High school,1,8,8,3000 EAST TREMONT AVENUE,NY,10461,Dr. Janet Saraceno,718-904-4200,718-904-4285,"09,10,11,12,SE",BRONX
12X006,X,2,X006,P.S. 006 WEST FARMS,Elementary,1,12,12,1000 EAST TREMONT AVENUE,NY,10460,Darlene McWhales,718-542-7676,718-589-7278,"PK,0K,01,02,03,04,05,SE",BRONX
84X705,X,2,X705,FAMILY LIFE ACADEMY CHARTER SCHOOL,Elementary,2,9,84,14 WEST 170 STREET,NY,10452,Marilyn Calo,718-410-8100,718-410-8800,"0K,01,02,03,04,05,06,07",BRONX
09X227,X,2,X227,BRONX EXPEDITIONARY LEARNING HIGH SCHOOL,High school,1,9,9,240 EAST 172 STREET,NY,10457,D White,718-410-4077,718-293-9567,"09,10,11,12,SE",BRONX
09X239,X,2,X239,URBAN ASSEMBLY ACADEMY FOR HISTORY AND CITIZENSHIP,High school,1,9,9,240 EAST 172 STREET,NY,10457,Avis Terrell,718-293-6768,718-293-4084,"09,10,11,12,SE",BRONX
09X329,X,2,X329,DREAMYARD PREPARATORY SCHOOL,High school,1,9,9,240 EAST 172 STREET,NY,10457,ROD BOWEN,718-410-4242,718-410-4312,"09,10,11,12,SE",BRONX
09X412,X,2,X412,BRONX HIGH SCHOOL OF BUSINESS,High school,1,9,9,240 EAST 172 STREET,NY,10457,ENRIQUE LIZARDI,718-410-4060,718-992-5760,"09,10,11,12,SE",BRONX
09X413,X,2,X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,Secondary School,1,9,9,240 EAST 172 STREET,NY,10457,WILLIAM QUINTANA,718-410-4040,718-992-4129,"06,07,08,09,10,11,12,SE",BRONX
09X414,X,2,X414,JONATHAN LEVIN HIGH SCHOOL FOR MEDIA AND COMMUNICA,High school,1,9,9,240 EAST 172 STREET,NY,10457,NASIB HOXHA,718-992-3709,718-992-4170,"09,10,11,12,SE",BRONX
75X012,X,2,X012,P.S. X012 LEWIS AND CLARK SCHOOL,K-12 all grades,1,11,75,2555 TRATMAN AVENUE,NY,10461,KUVANA JONES,718-409-9040,718-931-8121,"05,06,07,08,09,10,11,12,SE",BRONX
09X064,X,2,X064,P.S. 064 PURA BELPRE,Elementary,1,9,9,1425 WALTON AVENUE,NY,10452,Tara Obrien,718-681-8088,718-537-6015,"0K,01,02,03,04,05,SE",BRONX
09X241,X,2,X241,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,Secondary School,1,9,9,1595 BATHGATE AVENUE,NY,10457,KENNETH BAUM,718-466-7800,718-466-7801,"06,07,08,09,10,11,12,SE",BRONX
09X252,X,2,X252,MOTT HALL BRONX HIGH SCHOOL,High school,1,9,9,1595 BATHGATE AVENUE,NY,10457,DAVID TINAGERO,718-466-6800,718-466-6801,"09,10,11,12,SE",BRONX
09X263,X,2,X263,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEAR,High school,1,9,9,1595 BATHGATE AVENUE,NY,10457,BRADY SMITH,718-466-4000,718-466-4001,"09,10,11,12,SE",BRONX
06M319,M,1,M319,M.S. 319 - MARIA TERESA,Junior High-Intermediate-Middle,1,6,6,21 JUMEL PLACE,NY,10032,YSIDRO ABREU,212-923-3827,212-923-3676,"06,07,08,SE",MANHATTAN
06M324,M,1,M324,M.S. 324 - PATRIA,Junior High-Intermediate-Middle,1,6,6,21 JUMEL PLACE,NY,10032,JANET HELLER,212-923-4057,212-923-4626,"06,07,08,SE",MANHATTAN
09X011,X,2,X011,P.S. 011 HIGHBRIDGE,Elementary,1,9,9,1257 OGDEN AVENUE,NY,10452,ELIZABETH HACHAR,718-681-7553,718-681-7711,"0K,01,02,03,04,05,SE",BRONX
06M008,M,1,M008,P.S. 008 LUIS BELLIARD,Elementary,1,6,6,465 WEST 167 STREET,NY,10032,RAFAELA LANDIN,212-928-4364,212-928-4072,"0K,01,02,03,04,05,SE",MANHATTAN
12X214,X,2,X214,P.S. 214,K-8,1,12,12,1970 WEST FARMS ROAD,NY,10460,DAVID CINTRON,718-589-6728,718-328-7762,"PK,0K,01,02,03,04,05,06,07,08,SE",BRONX
12X383,X,2,X383,EMOLIOR ACADEMY,Junior High-Intermediate-Middle,1,12,12,1970 WEST FARMS ROAD,NY,10460,DERICK SPAULDING,718-842-2670,718-842-2857,"06,07,08,SE",BRONX
84X703,X,2,X703,BRONX PREP CHARTER SCHOOL,Secondary School,2,9,84,3872 THIRD AVENUE,NY,10457,Jacqueline King-Robinson,718-294-0841,718-294-2381,"05,06,07,08,09,10,11,12",BRONX
84X717,X,2,X717,CARL C. ICAHN CHARTER SCHOOL,K-8,2,9,84,1525 BROOK AVENUE,NY,10457,Daniel Garcia,718-716-8105,718-294-6596,"0K,01,02,03,04,05,06,07,08",BRONX
09X042,X,2,X042,P.S. 042 CLAREMONT,Elementary,1,9,9,1537 WASHINGTON AVENUE,NY,10457,PATRICIA RIGOT KULOW,718-583-7366,718-583-7345,"PK,0K,01,02,03,04,05,SE",BRONX
11X127,X,2,X127,J.H.S. 127 THE CASTLE HILL,Junior High-Intermediate-Middle,1,11,11,1560 PURDY STREET,NY,10462,HARRY SHERMAN,718-892-8600,718-892-8300,"06,07,08,SE",BRONX
12X102,X,2,X102,P.S. 102 JOSEPH O. LORETAN,Elementary,1,12,12,1827 ARCHER STREET,NY,10460,TANYUA TREZEVANTTE,718-792-4003,718-409-2626,"PK,0K,01,02,03,04,05,SE",BRONX
12X691,X,2,X691,BRONX LITTLE SCHOOL,Elementary,1,12,12,1827 ARCHER STREET,NY,10460,JANICE GORDON,718-792-2650,718-792-4149,"PK,0K,01,02,03,04,05,SE",BRONX
12X531,X,2,X531,Archer Elementary School,Elementary,1,12,12,1827 ARCHER STREET,NY,10460,Zak Haviland,718-935-3601,,"0K,01,02,03,04,05,06,SE",BRONX
12X536,X,2,X536,PS 536,Elementary,1,12,12,1827 ARCHER STREET,NY,10460,Sasha Medina,718-935-3605,,"0K,01,02,03,04,05,SE",BRONX
11X106,X,2,X106,P.S. 106 PARKCHESTER,Elementary,1,11,11,2120 ST RAYMOND'S AVENUE,NY,10462,EUGENIA MONTALVO,718-892-1006,718-823-8008,"PK,0K,01,02,03,04,05,SE",BRONX
09X088,X,2,X088,P.S. X088 - S. SILVERSTEIN LITTLE SCHOOL,Elementary,1,9,9,1340 SHERIDAN AVENUE,NY,10456,MELINDA HYER,718-681-6220,718-681-6224,"0K,01,02,03,SE",BRONX
12X271,X,2,X271,EAST BRONX ACADEMY FOR THE FUTURE,Secondary School,1,12,12,1716 SOUTHERN BOULEVARD,NY,10460,SARAH SCROGIN,718-861-8641,718-861-8634,"06,07,08,09,10,11,12,SE",BRONX
12X061,X,2,X061,P.S. 061 FRANCISCO OLLER,Elementary,1,12,12,1550 CROTONA PARK EAST,NY,10460,PATRICIA QUIGLEY,718-542-7230,718-589-7361,"PK,0K,01,02,03,04,05,SE",BRONX
12X190,X,2,X190,I.S. 190,Junior High-Intermediate-Middle,1,12,12,1550 CROTONA PARK EAST,NY,10460,DianaJade Santiago,718-620-9423,718-620-9927,"06,07,08,SE",BRONX
06M326,M,1,M326,M.S. 326 - WRITERS TODAY & LEADERS TOMORROW,Junior High-Intermediate-Middle,1,6,6,401 WEST 164 STREET,NY,10032,SHARON WEISSBROT,917-521-1875,917-521-1750,"06,07,08,SE",MANHATTAN
06M328,M,1,M328,M.S. 328 - MANHATTAN MIDDLE SCHOOL FOR SCIENTIFIC,Junior High-Intermediate-Middle,1,6,6,401 WEST 164 STREET,NY,10032,JORGE ESTRELLA,917-521-2508,917-521-7797,"06,07,08,SE",MANHATTAN
09X055,X,2,X055,P.S. 055 BENJAMIN FRANKLIN,Elementary,1,9,9,450 SAINT PAUL'S PLACE,NY,10456,LUIS TORRES,718-681-6227,718-681-6247,"PK,0K,01,02,03,04,05,SE",BRONX
